?,"garden^you^naked^from^done^angry^fallen^up^brother^keeper^me^wife^damascus^it^going^him^old^birth^also^yahweh^wicked^city^right^righteous^five^there^night^here^one^nation^sister^us^sin^thing^children^hagar^mean^father^offering^land^in^outside^man^live^son^esau^jacob^day^nahor^nothing^be^rachel^womb^husband^house^foreigners^sword^daughters^gods^trespass^stuff^borne^name^is^met^why^ours^prostitute^dreamed^earth^shechem^for^blood^go^road^yourself^god^today^another^listen^alive^down^spoke^good^divines^these^divine^lord^speak^ourselves^occupation^life^presence~the^are^were^eat^have^you^face^lifted^your^brother's^to^my^before^of^inherit^come^seeing^years^give^old^am^for^in^do^fifty^found^this^else^little^righteous^great^nurse^,^themselves^burnt^and^came^lodge^stand^follow^meet^i^from^touches^son^blessed^named^one^with^wages^deceived^house^father's^as^after^household^name^""^be^a^over^looking^his^send^against^sad^wouldn't^another^still^brother^yet^indeed^lord's^we^clear^our^him~of^where^you^to^are^your^be^,^my^have^done^was^land^eliezer^will^after^hundred^being^i^hard^blessed^with^within^earth^the^lack^forty^thirty^twenty^anybody^a^is^would^by^""^me^daughter^not^do^birthright^away^father^who^rightly^blessing^in^life^son^well^mandrakes^own^our^him^and^stolen^pursued^they^'whose^these^which^animals^reign^dominion^flock^conceal^breach^sin^so^belong^spirit^at^had^whom^he^spoke^evil^words^can^tell^we^or^isn't^rouse^place~tree^""^that^not^this^why^of^abel^i^what^have^she^to^whole^is^did^where^alive^one^old^sarah^lord^yet^too^be^righteous^who^the^for^are^ten^it^even^'she^you^kingdom^ails^set^,^between^me^land^whose^us^do^will^'whose^go^field^my^quickly^really^and^he^a^blessing^both^serve^with^fruit^taken^son's^shall^in^by^captives^sons^hotly^all^whom^company^said^their^as^indeed^come^until^enaim^look^interpretations^has^your^'bring^rewarded^which^such^we^boy^'what^years^die~any^,^you^is^""^expression^it^am^that^her^the^estate^where^?^stayed^years^my^anything^will^fifty^righteous^all^five^city^there^if^in^isn't^kill^have^what^said^lamb^silver^follow^for^why^woman^sent^him^are^so^reserved^one^therefore^serve^then^us^accounted^like^of^children^saying^whose^ask^who^this^he^sister^indeed^dream^to^feeding^brother^may^pledge^at^made^don't^'^god^'is^man^whom^by^speak^out^as^how^father^does^we^both~of^him^told^commanded^what^,^the^will^where^.^that^me^took^isn't^my^know^from^even^who^ninety^child^is^earth^consume^are^fifty^lack^if^came^do^(^you^on^""^and^to^house^said^in^so^good^say^this^have^it^but^relatives^laban^i^why^away^provide^for^we^daughters^kiss^found^their^?^all^our^down^brothers^pledge^was^wickedness^whom^man^alive^old^spoke^lord^gold^or^a^!^should~eat^to^who^i^""^cain^has^,^know^said^this^tell^.^inherit^handmaid^come^him^is^pleasure^a^'^the^you^there^judge^will^all^what^and^abraham^which^shekels^willing^again^father's^yahweh^if^walking^be^found^haven't^bereaved^my^should^me^didn't^?^from^that^take^inheritance^aren't^but^laban^are^going^by^possessions^with^ourselves^your^kill^have^great^why^in^child^saying^still^would^'why^or^deed^joseph^brothers^days^eyes^lioness^am~not^said^""^that^,^to^why^well^don't^yahweh^is^you^relatives^will^sarai's^have^who^bear^?^of^if^for^the^there^destroy^.^more^men^escape^he^me^see^her^lambs^father^where^hundred^isn't^son^and^your^'what^it^did^what^man^am^before^be^them^tell^rachel^withheld^matter^or^away^answered^asks^'whose^mean^their^deal^bow^aren't^him^we^;^this^telling^whom^brother^drinks^does^silver^such^speak^'have^his^a~shall^and^,^tree^woman^said^?^do^cain^i^""^what^didn't^so^are^who^how^did^born^him^really^old^nations^place^shouldn't^if^you^speak^lord^once^the^lot^me^on^to^ewe^his^but^four^your^in^blessed^her^die^why^smooth^father^all^he^then^land^brother^for^has^small^would^when^portion^house^carried^allow^jacob^sin^is^with^asked^more^give^prostitute^a^against^relatives^that^well^of^youngest^them^steal^we^my^before^sons^as~'you^,^said^the^yahweh^angry^you^to^""^?^why^'^we^he^hagar^where^be^sarah^will^i^am^.^what^just^are^let^brought^did^have^seven^abraham^worth^bring^gold^room^master^asked^man^hate^son^a^here^that^his^of^should^them^my^nothing^who^now^any^father's^and^didn't^daughters^saying^;^do^livestock^us^come^it^no^give^sons^sin^badly^our^'is^know^father^your^ask^judah^many^bread^die^joseph's^afraid~,^man^god^from^to^.^you^if^said^keeper^?^for^and^yahweh^""^child^will^old^'will^i^all^wicked^spare^speak^where^oh^nation^have^what^would^these^wood^land^of^there^my^the^about^wife^elder^am^came^it^isaac^eaten^he^father^why^are^laban^done^with^husband^yet^our^your^is^stuff^children^who^their^over^him^indeed^joseph^can^this^his^'don't^so^concerning^could^which^should^them^up^summons^pharaoh^how^us^we^saw^lion^be~said^the^""^eaten^fell^are^?^yahweh^brother's^me^sister^;^,^lord^handmaid^she^a^they^grown^yet^and^not^from^ashes^righteous^speak^will^men^.^you^who^do^spoke^of^what^must^weight^is^in^to^am^your^abimelech^since^his^i^he^him^have^blessing^daughters^them^serve^place^my^turned^also^there^for^with^these^meets^folk^won't^brothers^reign^profit^child^where^then^house^as^saying^we^don't^servants^go^pharaoh^give^should^israel~really^to^.^you^god^face^why^fallen^he^my^and^herdsmen^childless^""^said^sarai's^for^will^old^have^saying^,^with^far^fifty^again^i^the^one^a^that^sky^what^isaac^piece^?^shekels^come^also^who^she^is^esau^how^blessed^your^sustained^there^jacob^because^serve^god's^away^house^us^deceived^harp^longed^argued^all^asks^are^me^his^indeed^field^it^master's^them^treat^way^overtake^divine^lord^when^pharaoh^as~god^called^myself^have^yahweh^his^""^face^him^i^abram^done^is^your^go^,^he^years^ate^child^nation^near^righteous^consume^be^dust^the^yet^angry^and^.^little^even^abraham^fire^a^land^ten^me^drink^rebekah^she^'^jacob^away^blessing^said^from^of^therefore^this^didn't^in^taken^wherever^own^for^with^greatly^trespass^day^brother^'whose^bless^women^circumcised^they^you^israel^send^it^another^ourselves^relatives^any^well^joseph^indeed^my^asked^will^to^crouched~has^god^hid^?^""^on^,^your^killed^am^called^have^'she^and^i^said^.^hagar^hundred^they^after^laugh^a^mighty^drew^the^you^that^but^of^him^be^to^door^her^kill^together^is^this^tell^'^camels^behold^surely^he^man^son^so^bless^taken^my^esau^place^know^inheritance^around^some^are^will^mother^in^she^saying^out^wife^interpret^such^roughly^did^concerning^our^there^father^when^isn't^canaan^can^judah^lord^how^happen^them^lands^)~""^yahweh^i^naked^.^expression^cain^of^and^brother^pharaoh^you^,^herdsmen^seeing^he^shur^sees^heart^one^sarah^bear^abraham^consume^will^may^am^five^to^lord^it^angry^said^the^is^near^abimelech^against^she^out^went^what^hands^please^they^servant^within^her^come^hairy^?^son^me^has^away^wine^get^these^its^we^jacob^should^leah^blessed^for^him^or^that^tambourine^because^felt^do^saying^unless^saw^sheaf^your^shechem^wandering^brothers^until^came^his^custody^can^find^spoke^tell^why^directly^concerning^my^joseph^presented^our^bethlehem~,^.^and^were^ate^the^to^expression^your^know^that^say^my^""^who^his^is^did^really^great^you^?^lack^spoke^taken^be^find^it^come^will^then^sinned^abimelech^hagar^both^here^said^me^her^he^son^made^together^behold^of^see^a^father^hands^soul^new^as^in^was^has^provide^answered^portion^with^what^have^i^esau^meets^name^themselves^house^rebuked^she^place^brother^are^we^egypt^trembling^asked^men^good^them^land^before^pharaoh^down~woman^garden^;^you^i^and^said^the^brother^,^don't^wife^this^between^me^.^way^god^in^who^tree^saying^why^a^yahweh^will^city^wicked^he^let^have^lord^to^not^""^they^servant^follow^for^my^she^struggled^because^is^hand^esau's^your^brought^has^son^such^mouth^haran^it^done^matter^leah^any^gone^jacob^can^when^go^bowed^leave^him^father^flock^pledge^her^his^one^didn't^turned^man^questions^welfare^ground^divine^what^pharaoh^brothers^heard^'^joseph^same^stooped~the^naked^that^and^,^yahweh^has^his^abel^i^abram's^is^did^give^it^he^a^said^him^""^'will^become^before^lord^there^don't^lot^themselves^had^scared^have^!^me^called^abimelech^.^to^bracelets^are^spring^for^her^children^esau^die^why^could^brother^deceit^grain^my^send^well's^from^laban^small^will^yet^you^songs^be^what^asks^eyes^they^now^circumcised^down^father's^brothers^law^of^because^with^no^them^ourselves^their^mother's^after^evil^words^indeed^as^pharaoh^men^bodies"
languages,"their~after~,~families~their~after~,~ham^shem~of~sons~the~are~these~.~lasha^east~to^the~,^of~zeboiim^mountain~and^the"
joseph,"him^borne^and^,^:^.^loved^to^""^when^stripped^up^sold^brought^that^with^on^where^as^remember^called^then^!^before^while^am^son^of^which^so^blessed^tell~named^had^rachel^them^jacob^wives^israel^him^said^'^,^they^lifted^and^saw^zerah^was^hand^ate^eyes^spoke^place^prison^.^dream^didn't^wife^egypt^same^just^go^earth^canaan^days^know^children^stood^did^word^off^""^heard^i^presence^your^so^words^wagons^enough^again^sons^goshen^pharaoh^commanded^famine^:^came^livestock^his^?^he^head^people^past^house^mamre^be^message^shall^years^knees~she^rachel^and^after^of^father's^now^to^israel^.^happened^that^,^devoured^called^yahweh^his^he^her^the^assigned^it^hand^head^baker^cupbearer^sent^pharaoh^me^a^number^""^egypt^food^recognize^more^three^didn't^eyes^my^joseph^man^there^son^far^before^him^what^did^saying^is^up^jacob's^benjamin^alive^livestock^had^bought^egyptians^fails^their^land^servants^someone^jacob^these^also^manasseh's^fawns^kissed^were^swear^may^'you^father^ten^joseph's~""^when^,^.^sons^generations^his^peaceably^dothan^it^drew^pit^silver^;^has^was^in^which^cast^as^but^guard^interpret^told^pharaoh's^my^chief^pharaoh^to^land^king^without^bore^come^of^into^buy^didn't^no^for^they^their^before^the^bread^yet^ground^father^with^at^said^is^israel^all^saw^you^and^judah^still^egyptians^presence^money^brought^desolate^he^that^behold^are^seed^firstborn^earth^beautiful^on^him^sent^your^kindly^hundred^here~.^,^after^themselves^the^father^speak^shechem^to^brothers^they^of^pit^animal^name^there^prosper^food^wife^""^prison^bound^can^cupbearer^into^good^on^then^pharaoh^it^?^egypt^up^was^egyptians^surface^came^faces^is^custody^before^me^stood^eat^according^not^my^house^terrified^he^'this^servants^him^bring^rachel^joseph^six^sent^while^are^as^reason^which^all^our^livestock^be^sell^and^bed^who^them^your^face^head^manasseh^bears^gathered^for^made^hittite^saying^spoke^one^born^from~reproach^happened^children^bowed^.^of^zilpah^their^couldn't^in^go^father^his^and^pieces^the^evil^down^did^master's^?^custody^were^who^chief^cup^was^basket^hanged^yet^""^to^you^peace^explain^god^over^before^laid^it^on^began^countries^canaan^but^one^into^him^bereaved^should^else^,^sons^told^when^surely^:^-^he^good^goshen^charge^from^by^grain^for^won't^didn't^will^things^embraced^see^ephraim's^weeping^egypt^we^lived^bones~my^it^her^and^zebulun^history^to^flock^us^his^,^out^twenty^an^him^he^for^god^in^into^captain^who^one^the^interpretation^.^dream^of^could^than^land^priest^stood^famine^all^was^with^together^required^bound^have^down^noon^they^fell^come^said^also^sons^wife^sixty^came^a^that^abomination^rameses^fainted^canaan^?^brought^we^die^these^on^me^manasseh^midst^from^ephraim^like^ephron^died^joseph^isaac~away^""^and^,^the^bilhah^them^father's^'let^to^came^by^joseph^for^returned^.^brought^that^except^against^there^no^gave^of^but^him^a^answer^who^spirit^greater^potiphera^went^he^priest^over^famine^land^brothers^all^is^you^egypt^at^gracious^they^will^said^near^tell^israel^jacob's^were^seventy^neck^an^canaan^presence^gone^why^must^after^sat^let^himself^it^set^free^wept^days^just^from^behold^manasseh^up~taken^.^leah^near^,^is^of^him^their^joseph^passed^up^ishmaelites^reuben^coat^hand^had^all^sin^was^guard^egypt^i^that^out^;^to^hanged^and^hear^an^one^the^be^when^city^counting^potiphera^years^said^his^father^them^blood^""^me^heard^came^well^souls^were^face^put^land^your^israel^happened^has^bowed^in^remove^he^set^hills^spirit^before^servants^comforted^house^carry~has^me^,^came^issachar^this^sons^report^hated^feed^say^restore^when^merchants^lifted^the^.^son's^his^that^made^anything^things^and^he^bound^of^there^saw^them^hand^interpreted^you^pharaoh^no^is^will^over^daughter^old^every^stopped^seven^famine^for^down^from^recognized^our^put^up^with^they^god^money^evil^!^egyptians^him^yours^their^believe^said^revived^souls^rachel^on^your^shepherd^in^then^land^canaan^lord^it^jacob^kissed^knowingly^multitude^to^""^doe^ancient^face^father^site^dead^did^commanded^father's^son^abraham^shall~god^to^front^children^,^.^the^evil^they^them^were^and^egypt^my^on^ishmaelites^yahweh^with^these^of^was^king^baker^ate^pharaoh's^had^clothing^when^give^whom^i^him^wife^years^around^he^daughter^land^themselves^""^joseph^among^got^went^dine^for^grain^still^me^heard^answer^father^pleased^is^jacob^didn't^sixteen^all^goshen^wept^seen^every^dwell^pharaoh^in^die^your^gone^near^told^himself^sons^hands^a^manasseh'^up^father's^elders^burial^we^said^lived^his^you~""^son^in^her^judah^canaan^with^an^and^went^heard^,^happened^who^drew^joseph^into^is^thread^the^that^himself^after^wickedness^captain^it^cup^chief^birds^his^will^there^throne^set^a^thirty^was^until^.^came^bowed^day^behold^from^to^out^see^pharaoh^couldn't^my^egypt^he^father^even^sons^have^for^servants^them^blessed^land^we^if^die^of^head^someone^strengthened^joseph's^hand^as^yielded^days^bury^which^your^disobedience^they^swore~,^another^children^and^of^boy^brought^brothers^i^hand^it^midianites^they^sold^joseph^scarlet^concern^happened^great^bound^the^where^dream^tell^pharaoh's^cup^as^office^changed^god^but^man^he^asenath^was^which^end^bread^.^in^who^said^this^simeon^;^up^men^noon^with^gone^out^aloud^please^to^""^for^their^you^wives^came^him^your^among^jacob^land^egypt^should^money^not^gave^sight^time^bed's^israel^saw^knees^guiding^grow^father's^naphtali^boundaries^on^seventy^all^evil^ones^machir~said^add^their^also^levi^land^a^joseph^brothers^his^for^.^and^brought^""^the^hand^,^didn't^it^this^were^of^place^baker^please^into^when^my^you^in^him^on^much^asenath^an^do^severe^those^they^food^is^spies^took^benjamin^got^at^he^had^lest^go^wept^house^up^canaan^with^jacob^sons'^who^before^neck^since^goshen^let^men^egypt^why^livestock^your^pharaoh^ephraim^israel^them^fell^possession^that^forgive^;^little^which~and^yahweh^leah^,^the^was^.^his^of^father^him^they^had^he^do^prisoners^house^dreamed^?^them^""^gave^baker^to^himself^me^magicians^only^!^field^very^whom^pharaoh^among^came^buy^youngest^are^therefore^for^coming^-^go^come^fainted^joseph^jacob^down^souls^jacob's^way^please^able^land^your^if^which^in^on^face^between^head^let^up^as^above^bed^a^saw^saying^also^visit~,^may^handmaids^.^simeon^in^he^wives^all^mind^here^out^his^to^by^pit^said^that^from^with^handsome^i^king's^the^and^have^god^pressed^pharaoh^chief^me^shaved^this^knee^priest^egypt^came^you^famine^buy^brothers^?^their^;^joseph's^when^house^-^man^of^land^heart^go^bore^sixteen^besides^jacob^on^die^any^pilgrimage^best^for^live^portion^favor^years^himself^manasseh^near^your^manasseh's^held^dainties^kindly^children^surely~son^""^the^themselves^,^.^father's^than^in^left^him^to^listened^passed^silver^and^was^hand^can^prison^cupbearer^we^dungeon^for^restored^he^it^isn't^as^ruled^potiphera^of^sea^came^cried^joseph's^from^canaan^surely^listen^them^benjamin^ready^me^?^every^brothers^live^near^all^his^words^spirit^will^she^even^show^fell^therefore^know^their^that^egypt^bread^food^livestock^may^find^seven^bowed^you^)^see^out^on^isaac^make^royal^ancestors^into^people^wept^joseph^now^before^spoke~a^,^put^bowed^)^travels^brothers^his^more^saying^have^deliver^him^merchants^of^out^bought^yahweh^joseph's^built^then^where^custody^the^""^belong^food^hanged^he^.^heard^it^one^be^bow^;^land^famine^egypt^people^says^came^come^behold^pharaoh^wouldn't^to^jacob^their^and^make^present^mouth^donkeys^me^cause^still^hurry^into^i^these^descendants^house^let^in^now^you^so^us^your^we^ate^-^israel^sons^bethlehem^brought^would^them^hand^'god^yield^feet^egyptians^elders^field^when^back^'^down^nourish^lived^god~bore^saying^he^they^firstborn^father's^his^,^him^this^might^restore^were^out^pieces^it^came^that^in^-^how^place^into^interpretations^grapes^baked^again^:^dungeon^have^""^told^a^people^paneah^daughter^the^of^egyptians^israel^land^you^and^spoke^.^sack's^their^with^to^father^good^all^jacob^direct^now^dwell^if^days^spent^give^for^let^forty^two^comes^is^i^brought^left^abraham^will^said^us^message^fell^joseph^generation"
risen,"had~sun~the~.~zoar~called~was~city~the~of~name~the~therefore~""~.~there~get~you~until"
death,"the^mother's^to^my^his~see^his^after^put^of^before~me^after^happened^be^them^day^yahweh^you~let^comforted^it^surely^stopped^the^before^bless~don't^was^.^will^had^know^you^may~""^isaac^wife^philistines^don't^bless^he~,^.^his^the^i^and^that~said^her^,^or^for^.^so~she^loved^sarah^man^.^old^eat^,~for^he^with^this^father^am^may^eat~.^there^touches^his^i^may~away^wife^buried^who^abraham^,^that^he~shot^his^was^he^of^now^,^that~bow^became^abraham^""^days^see^food^,~a^she^.^,^the^""^savory^father~about^and^heth^saying^in^,^me^your~,^of^dug^said^make^to~off^rebekah^children^people^had^he^and^it~way^took^the^they^""^,^bring"
cried,"he^i^and^they^people~,^and^voice^.^the~father^,^my^had~his^me^up^he^famished^him~of^with^lifted^which^was^before~words^lie^i^chariot^egypt^stood~the^to^that^as^second^of^who~heard^me^,^the^land^those~esau^to^he^happened^in^the^all~when^in^it^ride^all^before~""^came^,^and^to^when^himself~.^he^happened^,^him^control~blessed^.^it^me^made^bread^couldn't~be^us^.^mock^he^was^joseph~will^mock^voice^to^and^there^then~he^to^loud^me^,^egypt^""~,^us^a^to^neck^of^.~yes^to^with^in^his^land^father~?^hebrew^cried^came^about^the^my"
calah,",^and~ir^nineveh~rehoboth^between~,^resen~nineveh^and~built^,~and^calah~,~assyria^ir~into^rehoboth~forth^,~went^nineveh~he^built~land^and~that^,~of^assyria~out^into~.^forth~shinar^went"
request,"your~granted~have~i~,~behold~""~,~him~to~said~he~""~.~live~will~soul~my~and"
shrubs,"the~of~one~under~child~the~cast~she~and~,~spent~was~bottle~the~in~water~the~.~beersheba"
yield,"won't^will~it^he~,^.~ground^rich~the^be~till^will~you^food~when^asher's~,^""~on^.~now^heel~from^their~.^on~hand^press~your^will~from^he~blood^but~brother's^,~your^gad"
therein,"possessions^is~themselves^that~got^cave~they^the~and~;^field~goshen^the~of^:~land^leah~the^buried~in^i~,^there~egypt^and~of^,~land^wife~the^his~in^,~lived^rebekah~israel^and"
corrupt,"was~earth^it~the^that~.^saw~japheth^and~and^,~,^earth~ham^the~,^saw~shem^god~:^.~sons^violence~three^with~of^filled~father^was~the^earth~became^the~noah^and~.^,"
sheds,"whoever~.~man~of~life~the~require~will~i~,~brother~man's~every~of~hand~the~at~even~,"
butler,"the~that~,~things~these~after~happened~it~.~prosper~it~made~yahweh~,~did~he~which~that~and"
deeded,"were~,~borders^it~its^in~of^is~all^that~in^cave~were^the~that^and~,~field~the~in^.~were^canaan~that^of~trees^land~the~all^in~and^,"
provision,"them^and~gave^bread~and~,^grain~pharaoh^with~of^loaded~commandment^donkeys~the^female~to^ten~according^and~,~wagons^egypt~them^of~gave^things~joseph^good~.^the~so^with~did^loaded~israel^donkeys"
mightier,"much~are~you~for~,~us~from~go~""~,~isaac~to~said~abimelech~.~earth~with~filled~and"
skillful,a~was~esau~.~grew~boys~the~.~them~bore~she~when~old~years~sixty~was~isaac~.~jacob
saddle,"camel's~the~in~them~put~,~teraphim~the~taken~had~rachel~now~.~tent~rachel's~into~entered~and~,"
ear,"their~in~things~these~all~told~and~,~servants~his~all~called~and~,~morning~the~in~early~rose"
entreat,"and~,~me~hear~,~sight~my~of~out~dead~my~bury~should~i~that~mind~your~be~it"
youngest,"his^the^your^our~what^,^unless^bring^and^this^of^at^'unless^if~knew^behold^,^.^is^mouth^ending~and^here^houses^more^way^""^birthright^sack's^servants^down^face~,^;^from^your^no^his^the^go^man's~wine^canaan^forth^of^is^go^said^to^in^eldest^can't^the~his^of^go^famine^one^and^according^,^the^said^'we^see~from^land^not^the^;^,^firstborn^cup^with^you~awoke^the^shall^for^father^houses^son^silver^beginning^'^said^may~noah^in^you^grain^our^your^mother's^,^the^.^we~.^man^,^carry^of^his^him^searched^die^'^for~nakedness^one^pharaoh^,^sons^famine^before^cup^he^would^.^:~father's^of^go^,^the^brother^sat^my^.^father^food^down~their^sons^life^you^brothers^for^his^they^put^sack^little^go~see^the^but^twelve^grain^,^.^his^a^will~didn't^,^by^;^are^take^benjamin^egyptians^mouth^opened^father^us^we~they^brothers^.^prison^we^and^saw^the^sack's^man^his^buy^then~and^twelve^tested^your^.^,^to^his^every^leave~,^are^be^in^spies^me^abomination^and^should^again^us"
burn,"and^anger~,^your~bricks^let~make^don't~let's^and~,~come^ears~""^lord's~,^my~another^in~to^word~one^a~said^speak~they^servant~.^your~there^let~lived^please~they^,~and^lord"
why,"""^?^.^,^but^for^is~,^angry^me^wife^yahweh^so^there^rachel^sword^lands^that~cain^you^to^your^abraham^of^be^them^from^for^the^house^said^saying^sons^him^bread^our^.~to^are^done^was^blessed^it^is^you^of^father's^he^she^,^his^israel^us^and^them~said^why^have^she^you^if^get^with^captives^your^""^and^house^to^give^,^gave~yahweh^""^you^that^,^surely^isaac^and^serve^like^for^.^master's^said^'^they^bodies^pharaoh~.^,^that^me^""^in^i^daughters^longed^name^out^his^jacob^our^which~fell^cain^this^tell^?^come^said^behold^army^send^didn't^my^greatly^your^with^came^in^and^you^them^but^portion~face^to^is^you^also^""^she^his^will^?^away^me^are^brother^custody^,^with^and^their~his^said^what^didn't^old^,^.^of^i^me^carried^because^tell^who^in^egypt^is^words^lord^ate~on^yahweh^""^why^being^said^her^captain^then^to^and^,^please^folk^him^in^brother^these^joseph^my~expression^.^,^?^lord^he^within^and^the^done^gone^""^behold^with^grain^your^spoke^to^of~the^fell^said^me^my^.^together^,^phicol^him^have^be^of^that^were^was^unless^he^came^sight^pharaoh~and^face^to^,^spring^struggled^isaac^you^deceived^him^some^who^there^egyptians^the^from~,^his^abram^done^pleasure^the^children^called^this^have^want^asked^you^hand^officers^that^face^in^portion~angry^on^called^have^at^the^abimelech^friend^is^you^jacob^with^his^pharaoh's^saw^my^them^all^left^a~very^expression^pharaoh^you^i^camels^.^his^what^that^,^""^leave^back^asked^jacob^see^overtook^nothing^had~was^the^.^that^will^conceived^wife^ahuzzath^what^""^,^now^drew^he^not^canaan^is^priests~cain^and^wife^this^old^by^his^forgets^,^done^'^prevailed^me^he^.^shall^""^of^there^the"
amalek,"eliphaz^chief~to^,~bore^gatam~she^chief~and^,~;^korah~son^chief~esau's^,~,^kenaz~eliphaz^chief~to^,~concubine^zepho~was^chief~timna^,~.^omar~kenaz^chief~and^,~,^teman~gatam^chief"
